Workcenter,Item Number,Item Desc.,OP,TBC,Setup Hours,Labor Hours,Machine Hrs,SOQ,Projected AU,Prev. AU,Material PN,Material QTY,Material Desc.,Standard Unit Cost,Rolling 12 Months Usage (Actual Sales),Part Weight,Number of Ops,Annual Material Use,MATSUMHLP,Pieces/Hour,Seconds/Piece,Number of Setups,Annual Hours,Annual Setup Hours,Annual Run Hours,Annual Run Hours Based on Rolling 12,Total Annual Hours Rolling 12,DWGA,DWGB
53218,14386,"*DCO2015-272  HOUSING,BARREL",20,2,0,2.87,2.87,1,0,0,M17-021,0.754,"*DCO2015-272  2.500 X.500,QQ-A","$2,015.52 ",0,0,7,0,0,34,103.32,0,0,0,0,0,0,LNKA,LNKB
53230,14386,"*DCO2015-272  HOUSING,BARREL",80,2,0,13.45,13.45,1,0,0,M17-021,0.754,"*DCO2015-272  2.500 X.500,QQ-A","$2,015.52 ",0,0,7,0,0,7,484.2,0,0,0,0,0,0,LNKA,LNKB
53220,14386,"*DCO2015-272  HOUSING,BARREL",30,2,2,19.55,19.55,1,0,0,M17-021,0.754,"*DCO2015-272  2.500 X.500,QQ-A","$2,015.52 ",0,0,7,0,0,5,703.8,0,0,0,0,0,0,LNKA,LNKB
53852,14386,"*DCO2015-272  HOUSING,BARREL",70,2,8,49.79,49.79,1,0,0,M17-021,0.754,"*DCO2015-272  2.500 X.500,QQ-A","$2,015.52 ",0,0,7,0,0,2,1792.44,0,0,0,0,0,0,LNKA,LNKB
53220,14386,"*DCO2015-272  HOUSING,BARREL",60,2,1,23,23,1,0,0,M17-021,0.754,"*DCO2015-272  2.500 X.500,QQ-A","$2,015.52 ",0,0,7,0,0,4,828,0,0,0,0,0,0,LNKA,LNKB
53228,CRYOMAC-50M-S,"*DCO2015-272  NOZ,QUIK CONN",30,2,0,0.23,0.23,1,0,0,13978,1,*DCO2015-272  END FLANGE,"$3,710.33 ",0,0,6,0,0,434,8.28,0,0,0,0,0,0,LNKA,LNKB
53228,CRYOMAC-50M-S,"*DCO2015-272  NOZ,QUIK CONN",30,2,0,0.23,0.23,1,0,0,14295,1,*DCO2015-272  STOP ASSY,"$3,710.33 ",0,0,6,0,0,434,8.28,0,0,0,0,0,0,LNKA,LNKB
53228,CRYOMAC-50M,"*DCO2015-272  NOZ,QUIK CONN",30,2,0,0.23,0.23,1,0,0,14386,1,"*DCO2015-272  HOUSING,BARREL","$3,710.07 ",0,0,6,0,0,434,8.28,0,0,0,0,0,0,LNKA,LNKB
53228,CRYOMAC-50M-S,"*DCO2015-272  NOZ,QUIK CONN",30,2,0,0.23,0.23,1,0,0,14386,1,"*DCO2015-272  HOUSING,BARREL","$3,710.33 ",0,0,6,0,0,434,8.28,0,0,0,0,0,0,LNKA,LNKB
53228,CRYOMAC-50M,"*DCO2015-272  NOZ,QUIK CONN",20,2,0,0.23,0.23,1,0,0,14295,1,*DCO2015-272  STOP ASSY,"$3,710.07 ",0,0,6,0,0,434,8.28,0,0,0,0,0,0,LNKA,LNKB
53228,CRYOMAC-50M-S,"*DCO2015-272  NOZ,QUIK CONN",20,2,0,0.46,0.46,1,0,0,14295,1,*DCO2015-272  STOP ASSY,"$3,710.33 ",0,0,6,0,0,217,16.56,0,0,0,0,0,0,LNKA,LNKB
53228,CRYOMAC-50M,"*DCO2015-272  NOZ,QUIK CONN",30,2,0,0.23,0.23,1,0,0,13978,1,*DCO2015-272  END FLANGE,"$3,710.07 ",0,0,6,0,0,434,8.28,0,0,0,0,0,0,LNKA,LNKB
53228,CRYOMAC-50M-S,"*DCO2015-272  NOZ,QUIK CONN",20,2,0,0.46,0.46,1,0,0,14386,1,"*DCO2015-272  HOUSING,BARREL","$3,710.33 ",0,0,6,0,0,217,16.56,0,0,0,0,0,0,LNKA,LNKB
53228,CRYOMAC-50M,"*DCO2015-272  NOZ,QUIK CONN",20,2,0,0.23,0.23,1,0,0,14386,1,"*DCO2015-272  HOUSING,BARREL","$3,710.07 ",0,0,6,0,0,434,8.28,0,0,0,0,0,0,LNKA,LNKB
53228,CRYOMAC-50M,"*DCO2015-272  NOZ,QUIK CONN",20,2,0,0.23,0.23,1,0,0,13978,1,*DCO2015-272  END FLANGE,"$3,710.07 ",0,0,6,0,0,434,8.28,0,0,0,0,0,0,LNKA,LNKB
53228,CRYOMAC-50M,"*DCO2015-272  NOZ,QUIK CONN",30,2,0,0.23,0.23,1,0,0,14295,1,*DCO2015-272  STOP ASSY,"$3,710.07 ",0,0,6,0,0,434,8.28,0,0,0,0,0,0,LNKA,LNKB
53228,CRYOMAC-50M-S,"*DCO2015-272  NOZ,QUIK CONN",20,2,0,0.46,0.46,1,0,0,13978,1,*DCO2015-272  END FLANGE,"$3,710.33 ",0,0,6,0,0,217,16.56,0,0,0,0,0,0,LNKA,LNKB
53230,14298,"*DCO2015-272  STEM,STOP",30,2,0,0.92,0.92,1,0,0,M31-112,0.239,"*DCO2015-272  .437 RD,AMS-5643",$1.65 ,0,0,1,0,0,108,33.12,0,0,0,0,0,0,LNKA,LNKB
53230,14171,"*DCO2015-272  STEM,STOP ASSY",30,2,0,0.92,0.92,1,0,0,M31-112,0.193,"*DCO2015-272  .437 RD,AMS-5643",$2.12 ,0,0,1,0,0,108,33.12,0,0,0,0,0,0,LNKA,LNKB
53228,14295,*DCO2015-272  STOP ASSY,20,2,0,0.23,0.23,1,0,0,14299,1,"*DCO2015-272  SEAT,UP BEARING",$443.62 ,0,0,4,0,0,434,8.28,0,0,0,0,0,0,LNKA,LNKB
53228,14295,*DCO2015-272  STOP ASSY,20,2,0,0.23,0.23,1,0,0,14298,1,"*DCO2015-272  STEM,STOP",$443.62 ,0,0,4,0,0,434,8.28,0,0,0,0,0,0,LNKA,LNKB
53228,14295,*DCO2015-272  STOP ASSY,30,2,0,0.23,0.23,1,0,0,14299,1,"*DCO2015-272  SEAT,UP BEARING",$443.62 ,0,0,4,0,0,434,8.28,0,0,0,0,0,0,LNKA,LNKB
53228,14295,*DCO2015-272  STOP ASSY,30,2,0,0.23,0.23,1,0,0,14298,1,"*DCO2015-272  STEM,STOP",$443.62 ,0,0,4,0,0,434,8.28,0,0,0,0,0,0,LNKA,LNKB
53218,14269,"*DCO2015-272  WASHER,STOP ASSY",20,2,0,0.23,0.23,1,0,0,M61-100,0.032,"*DCO2015-272   1.00 DIA,UHMW",$703.29 ,0,0,3,0,0,434,8.28,0,0,0,0,0,0,LNKA,LNKB
53633,14269,"*DCO2015-272  WASHER,STOP ASSY",40,2,1.5,0.98,1.95,1,0,0,M61-100,0.032,"*DCO2015-272   1.00 DIA,UHMW",$703.29 ,0,0,3,0,0,51,70.2,0,0,0,0,0,0,LNKA,LNKB
53633,14269,"*DCO2015-272  WASHER,STOP ASSY",30,2,4.5,1.44,2.87,1,0,0,M61-100,0.032,"*DCO2015-272   1.00 DIA,UHMW",$703.29 ,0,0,3,0,0,34,103.32,0,0,0,0,0,0,LNKA,LNKB
53614,   452414-10,"*DCO2016-091 MACH,BODY SSTL",10,3,2.84,200,400,1,0,0,   456813-10C,1,"*DCO2016-091 CAST,BODY;SSTL",$361.93 ,0,0,4,0,0,2,1440,0,0,0,0,0,0,LNKA,LNKB
54110,   452414-10,"*DCO2016-091 MACH,BODY SSTL",11,4,0,0.02,0.02,1,0,0,   456813-10C,1,"*DCO2016-091 CAST,BODY;SSTL",$361.93 ,0,0,4,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
53230,   452755-10,"*DCO2016-091 MACH,BODY SSTL",20,2,0,5,5,1,0,0,   456846-10C,1,"*DCO2016-091 CAST,BODY;SSTL",$346.63 ,0,0,3,0,0,20,180,0,0,0,0,0,0,LNKA,LNKB
53230,452753,"*DCO2016-091 MACH,BODY SSTL",30,2,0,3.33,3.33,1,0,0,   456845-10C,1,"*DCO2016-091 CAST,BODY;SSTL",$360.31 ,0,0,3,0,0,30,119.88,0,0,0,0,0,0,LNKA,LNKB
53230,   452414-10,"*DCO2016-091 MACH,BODY SSTL",20,2,0,5,5,1,0,0,   456813-10C,1,"*DCO2016-091 CAST,BODY;SSTL",$361.93 ,0,0,4,0,0,20,180,0,0,0,0,0,0,LNKA,LNKB
54110,   452414-10,"*DCO2016-091 MACH,BODY SSTL",21,4,0,0.02,0.02,1,0,0,   456813-10C,1,"*DCO2016-091 CAST,BODY;SSTL",$361.93 ,0,0,4,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
53640,452753,"*DCO2016-091 MACH,BODY SSTL",10,3,2.84,200,400,1,0,0,   456845-10C,1,"*DCO2016-091 CAST,BODY;SSTL",$360.31 ,0,0,3,0,0,2,1440,0,0,0,0,0,0,LNKA,LNKB
54110,452753,"*DCO2016-091 MACH,BODY SSTL",11,4,0,0.02,0.02,1,0,0,   456845-10C,1,"*DCO2016-091 CAST,BODY;SSTL",$360.31 ,0,0,3,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
53638,   452755-10,"*DCO2016-091 MACH,BODY SSTL",10,3,2.84,66.5,133,1,0,0,   456846-10C,1,"*DCO2016-091 CAST,BODY;SSTL",$346.63 ,0,0,3,0,0,7,478.8,0,0,0,0,0,0,LNKA,LNKB
54110,   452755-10,"*DCO2016-091 MACH,BODY SSTL",21,4,0,0.02,0.02,1,0,0,   456846-10C,1,"*DCO2016-091 CAST,BODY;SSTL",$346.63 ,0,0,3,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
53230,451947,"*DCO2016-102 MACH,BODY SSTL",30,2,0,20,20,1,0,0,   452972-C,1,"*DCO2016-102 CAST,BODY;SSTL",$466.27 ,0,0,3,0,0,5,720,0,0,0,0,0,0,LNKA,LNKB
53880,   454960-10,"*DCO2016-102 MACH,BODY SSTL",10,3,5.84,215,373.91,1,0,0,   456767-10C,1,"*DCO2016-102 CAST,BODY;SSTL",$709.11 ,0,0,1,0,0,2,1346.08,0,0,0,0,0,0,LNKA,LNKB
53640,451947,"*DCO2016-102 MACH,BODY SSTL",10,3,3.34,416.5,833,1,0,0,   452972-C,1,"*DCO2016-102 CAST,BODY;SSTL",$466.27 ,0,0,3,0,0,1,2998.8,0,0,0,0,0,0,LNKA,LNKB
53230,   454961-10,"*DCO2016-102 MACH,BODY SSTL",30,2,0,5,5,1,0,0,451947,1,"*DCO2016-102 MACH,BODY SSTL",$888.53 ,0,0,3,0,0,20,180,0,0,0,0,0,0,LNKA,LNKB
53640,   454961-10,"*DCO2016-102 MACH,BODY SSTL",10,3,3.34,150,300,1,0,0,451947,1,"*DCO2016-102 MACH,BODY SSTL",$888.53 ,0,0,3,0,0,3,1080,0,0,0,0,0,0,LNKA,LNKB
54110,   454961-10,"*DCO2016-102 MACH,BODY SSTL",31,4,0,0.02,0.02,1,0,0,451947,1,"*DCO2016-102 MACH,BODY SSTL",$888.53 ,0,0,3,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
54110,451947,"*DCO2016-102 MACH,BODY SSTL",31,4,0,0.02,0.02,1,0,0,   452972-C,1,"*DCO2016-102 CAST,BODY;SSTL",$466.27 ,0,0,3,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
53640,   452418-10,"*DCO2016-108 MACH,BODY SSTL",10,3,2.84,140,280,1,0,0,   456814-10C,1,"*DCO2016-108  CAST,BODY;SSTL",$372.02 ,0,0,3,0,0,3,1008,0,0,0,0,0,0,LNKA,LNKB
53230,   452418-10,"*DCO2016-108 MACH,BODY SSTL",20,2,0,20,20,1,0,0,   456814-10C,1,"*DCO2016-108  CAST,BODY;SSTL",$372.02 ,0,0,3,0,0,5,720,0,0,0,0,0,0,LNKA,LNKB
54110,   452418-10,"*DCO2016-108 MACH,BODY SSTL",11,4,0,0.02,0.02,1,0,0,   456814-10C,1,"*DCO2016-108  CAST,BODY;SSTL",$372.02 ,0,0,3,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
54110,ECL      -1,"*DCO2017-079  BODY,BRS",31,4,0,0.02,0.02,1,0,0,ECL      -1B,1,"*DCO2017-079  BODY,BRS","$2,366.69 ",0,0,8,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
53218,ECL      -1,"*DCO2017-079  BODY,BRS",10,2,0,0.4,0.34,1,0,0,ECL      -1B,1,"*DCO2017-079  BODY,BRS","$2,366.69 ",0,0,8,0,0,294,12.24,0,0,0,0,0,0,LNKA,LNKB
53853,ECL      -1,"*DCO2017-079  BODY,BRS",40,2,1.84,0.67,0.67,1,0,0,ECL      -1B,1,"*DCO2017-079  BODY,BRS","$2,366.69 ",0,0,8,0,0,149,24.12,0,0,0,0,0,0,LNKA,LNKB
54110,ECL      -1,"*DCO2017-079  BODY,BRS",71,4,0,0.02,0.02,1,0,0,ECL      -1B,1,"*DCO2017-079  BODY,BRS","$2,366.69 ",0,0,8,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
53561,ECL      -1,"*DCO2017-079  BODY,BRS",60,2,5.84,0.5,0.43,1,0,0,ECL      -1B,1,"*DCO2017-079  BODY,BRS","$2,366.69 ",0,0,8,0,0,232,15.48,0,0,0,0,0,0,LNKA,LNKB
54110,ECL      -1,"*DCO2017-079  BODY,BRS",51,4,0,0.02,0.02,1,0,0,ECL      -1B,1,"*DCO2017-079  BODY,BRS","$2,366.69 ",0,0,8,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
53251,ECL      -1,"*DCO2017-079  BODY,BRS",70,2,0.8,0.4,0.4,1,0,0,ECL      -1B,1,"*DCO2017-079  BODY,BRS","$2,366.69 ",0,0,8,0,0,250,14.4,0,0,0,0,0,0,LNKA,LNKB
53853,ECL      -1,"*DCO2017-079  BODY,BRS",50,2,1.84,0.58,0.58,1,0,0,ECL      -1B,1,"*DCO2017-079  BODY,BRS","$2,366.69 ",0,0,8,0,0,172,20.88,0,0,0,0,0,0,LNKA,LNKB
53228,13810,"*DCO2017-181  QIK CON,CGA 580",30,2,0,0.23,0.23,1,0,0,13907,1,*DCO2017-333  SAFETY LANYARD,"$7,014.65 ",0,0,11,0,0,434,8.28,0,0,0,0,0,0,LNKA,LNKB
53228,13810,"*DCO2017-181  QIK CON,CGA 580",30,2,0,0.23,0.23,1,0,0,13843-1,3,"*DCO2017-333 PLUNGER,QIK CPLR","$7,014.65 ",0,0,11,0,0,434,8.28,0,0,0,0,0,0,LNKA,LNKB
53228,13810,"*DCO2017-181  QIK CON,CGA 580",30,2,0,0.23,0.23,1,0,0,13827-2,1,"*DCO2017-333 BALL CAM,CGA-580","$7,014.65 ",0,0,11,0,0,434,8.28,0,0,0,0,0,0,LNKA,LNKB
53228,13810,"*DCO2017-181  QIK CON,CGA 580",30,2,0,0.23,0.23,1,0,0,13826,3,"*DCO2018-012  PIN,QIK CON","$7,014.65 ",0,0,11,0,0,434,8.28,0,0,0,0,0,0,LNKA,LNKB
53228,13810,"*DCO2017-181  QIK CON,CGA 580",30,2,0,0.23,0.23,1,0,0,13878,1,"*DCO2017-333  SPR PAD,QIK","$7,014.65 ",0,0,11,0,0,434,8.28,0,0,0,0,0,0,LNKA,LNKB
53228,13810,"*DCO2017-181  QIK CON,CGA 580",30,2,0,0.23,0.23,1,0,0,13905,1,"*DCO2017-331 SLEEVE ASSY,P2FIL","$7,014.65 ",0,0,11,0,0,434,8.28,0,0,0,0,0,0,LNKA,LNKB
53228,13810,"*DCO2017-181  QIK CON,CGA 580",30,2,0,0.23,0.23,1,0,0,13839-3,1,"*DCO2017-333  END FTG,QIK","$7,014.65 ",0,0,11,0,0,434,8.28,0,0,0,0,0,0,LNKA,LNKB
53228,13810,"*DCO2017-181  QIK CON,CGA 580",30,2,0,0.23,0.23,1,0,0,13833-1,1,"*DCO2017-333  SEAT,QIK CON","$7,014.65 ",0,0,11,0,0,434,8.28,0,0,0,0,0,0,LNKA,LNKB
53228,13810,"*DCO2017-181  QIK CON,CGA 580",30,2,0,0.23,0.23,1,0,0,13894,1,"*DCO2017-333 PLUG,THD SUPPORT","$7,014.65 ",0,0,11,0,0,434,8.28,0,0,0,0,0,0,LNKA,LNKB
53228,13810,"*DCO2017-181  QIK CON,CGA 580",30,2,0,0.23,0.23,1,0,0,13815,1,*DCO2017-181 LATCH SEGM SET,"$7,014.65 ",0,0,11,0,0,434,8.28,0,0,0,0,0,0,LNKA,LNKB
53228,13810,"*DCO2017-181  QIK CON,CGA 580",30,2,0,0.23,0.23,1,0,0,13837-1,1,"*DCO2017-333  LOCK RING,QIK","$7,014.65 ",0,0,11,0,0,434,8.28,0,0,0,0,0,0,LNKA,LNKB
53613,10120,*DCO2017-181  TUBE,20,3,2,7,14,1,0,0,M37-175,0.089,*DCO2017-18TUBE 0.687 304 SSTL,$235.37 ,0,0,3,0,0,71,50.4,0,0,0,0,0,0,LNKA,LNKB
53218,10120,*DCO2017-181  TUBE,10,2,0,1,1,1,0,0,M37-175,0.089,*DCO2017-18TUBE 0.687 304 SSTL,$235.37 ,0,0,3,0,0,100,36,0,0,0,0,0,0,LNKA,LNKB
54110,10120,*DCO2017-181  TUBE,21,4,0,0.02,0.02,1,0,0,M37-175,0.089,*DCO2017-18TUBE 0.687 304 SSTL,$235.37 ,0,0,3,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
53230,10010638,"*DCO2017-206  TUBE,FILL ASSY",60,2,0,0.92,0.92,1,0,0,10008658,1,"*DCOSCRAP FLANGE,TUBE FILL",$950.93 ,0,0,8,0,0,108,33.12,0,0,0,0,0,0,LNKA,LNKB
53230,10010638,"*DCO2017-206  TUBE,FILL ASSY",60,2,0,0.92,0.92,1,0,0,10011749,1,*DCO2017-206  NUT W/FERRULES,$950.93 ,0,0,8,0,0,108,33.12,0,0,0,0,0,0,LNKA,LNKB
51020,10010638,"*DCO2017-206  TUBE,FILL ASSY",80,2,0,0,0,1,0,0,10008658,1,"*DCOSCRAP FLANGE,TUBE FILL",$950.93 ,0,0,8,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,LNKA,LNKB
53249,10010638,"*DCO2017-206  TUBE,FILL ASSY",70,2,0,2.3,2.3,1,0,0,10011749,1,*DCO2017-206  NUT W/FERRULES,$950.93 ,0,0,8,0,0,43,82.8,0,0,0,0,0,0,LNKA,LNKB
53228,10010638,"*DCO2017-206  TUBE,FILL ASSY",20,2,0,0.34,0.34,1,0,0,10008658,1,"*DCOSCRAP FLANGE,TUBE FILL",$950.93 ,0,0,8,0,0,294,12.24,0,0,0,0,0,0,LNKA,LNKB
51020,10010638,"*DCO2017-206  TUBE,FILL ASSY",80,2,0,0,0,1,0,0,10011749,1,*DCO2017-206  NUT W/FERRULES,$950.93 ,0,0,8,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,LNKA,LNKB
53228,10010638,"*DCO2017-206  TUBE,FILL ASSY",20,2,0,0.34,0.34,1,0,0,10011749,1,*DCO2017-206  NUT W/FERRULES,$950.93 ,0,0,8,0,0,294,12.24,0,0,0,0,0,0,LNKA,LNKB
53249,10010638,"*DCO2017-206  TUBE,FILL ASSY",70,2,0,2.3,2.3,1,0,0,10008658,1,"*DCOSCRAP FLANGE,TUBE FILL",$950.93 ,0,0,8,0,0,43,82.8,0,0,0,0,0,0,LNKA,LNKB
53228,12688,"*DCO2017-218  VLV,REL 65 PSIG",20,2,0,0.4,0.4,1,0,0,12261,1,"*DCO2017-218 GUIDE,SPR SEAT",$236.02 ,0,0,2,0,0,250,14.4,0,0,0,0,0,0,LNKA,LNKB
53228,12688,"*DCO2017-218  VLV,REL 65 PSIG",10,2,0,0.4,0.4,1,0,0,12261,1,"*DCO2017-218 GUIDE,SPR SEAT",$236.02 ,0,0,2,0,0,250,14.4,0,0,0,0,0,0,LNKA,LNKB
53230,12676-04-5,"*DCO2017-218 BODY,REL VLV,SSTL",20,2,0,1.7,1.7,1,0,0,M32-050,0.093,"*DCO2017-218 .562 HEX,AMS-5648",$704.10 ,0,0,3,0,0,58,61.2,0,0,0,0,0,0,LNKA,LNKB
54110,12676-04-5,"*DCO2017-218 BODY,REL VLV,SSTL",11,4,0,0.02,0.02,1,0,0,M32-050,0.093,"*DCO2017-218 .562 HEX,AMS-5648",$704.10 ,0,0,3,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
53670,12676-04-5,"*DCO2017-218 BODY,REL VLV,SSTL",10,3,6,15,30,1,0,0,M32-050,0.093,"*DCO2017-218 .562 HEX,AMS-5648",$704.10 ,0,0,3,0,0,33,108,0,0,0,0,0,0,LNKA,LNKB
53218,10688,*DCO2017-232  90 DEG END CONN,20,2,0,0.4,0.34,1,0,0,M33-003,0.418,"*DCO2017-232 1""SQ,AMS-QQ-S-763",$709.58 ,0,0,4,0,0,294,12.24,0,0,0,0,0,0,LNKA,LNKB
53230,10688,*DCO2017-232  90 DEG END CONN,40,2,0,4.5,3.91,1,0,0,M33-003,0.418,"*DCO2017-232 1""SQ,AMS-QQ-S-763",$709.58 ,0,0,4,0,0,25,140.76,0,0,0,0,0,0,LNKA,LNKB
54110,10688,*DCO2017-232  90 DEG END CONN,31,4,0,0.02,0.02,1,0,0,M33-003,0.418,"*DCO2017-232 1""SQ,AMS-QQ-S-763",$709.58 ,0,0,4,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
53637,10688,*DCO2017-232  90 DEG END CONN,30,3,6,32.5,56.52,1,0,0,M33-003,0.418,"*DCO2017-232 1""SQ,AMS-QQ-S-763",$709.58 ,0,0,4,0,0,17,203.47,0,0,0,0,0,0,LNKA,LNKB
53228,11410-4-195,*DCO2017-308 BACK PRESS REG,15,2,0,0.2,0.2,1,0,0,11904,1,"*DCO2017-308 BONNET ASSY,AL","$2,831.27 ",0,0,10,0,0,500,7.2,0,0,0,0,0,0,LNKA,LNKB
53228,11410-4-195,*DCO2017-308 BACK PRESS REG,15,2,0,0.2,0.2,1,0,0,11777,1,"*DCO2017-308 DIAPHRAM,SILICONE","$2,831.27 ",0,0,10,0,0,500,7.2,0,0,0,0,0,0,LNKA,LNKB
53228,11410-4-195,*DCO2017-308 BACK PRESS REG,13,2,0,0.2,0.2,1,0,0,11904,1,"*DCO2017-308 BONNET ASSY,AL","$2,831.27 ",0,0,10,0,0,500,7.2,0,0,0,0,0,0,LNKA,LNKB
53228,11410-4-195,*DCO2017-308 BACK PRESS REG,13,2,0,0.2,0.2,1,0,0,12218,1,"*DCO2017-308  HOUSING,AL","$2,831.27 ",0,0,10,0,0,500,7.2,0,0,0,0,0,0,LNKA,LNKB
53228,11410-4-195,*DCO2017-308 BACK PRESS REG,13,2,0,0.2,0.2,1,0,0,13001,1,"*DCO2017-308 NUT,FLARELESSTUBE","$2,831.27 ",0,0,10,0,0,500,7.2,0,0,0,0,0,0,LNKA,LNKB
53228,11410-4-195,*DCO2017-308 BACK PRESS REG,13,2,0,0.2,0.2,1,0,0,11777,1,"*DCO2017-308 DIAPHRAM,SILICONE","$2,831.27 ",0,0,10,0,0,500,7.2,0,0,0,0,0,0,LNKA,LNKB
53228,11410-4-195,*DCO2017-308 BACK PRESS REG,15,2,0,0.2,0.2,1,0,0,13001,1,"*DCO2017-308 NUT,FLARELESSTUBE","$2,831.27 ",0,0,10,0,0,500,7.2,0,0,0,0,0,0,LNKA,LNKB
53228,11410-4-195,*DCO2017-308 BACK PRESS REG,15,2,0,0.2,0.2,1,0,0,12218,1,"*DCO2017-308  HOUSING,AL","$2,831.27 ",0,0,10,0,0,500,7.2,0,0,0,0,0,0,LNKA,LNKB
53228,11410-4-195,*DCO2017-308 BACK PRESS REG,15,2,0,0.2,0.2,1,0,0,11773,1,"*DCO2017-308 PISTON,AL","$2,831.27 ",0,0,10,0,0,500,7.2,0,0,0,0,0,0,LNKA,LNKB
53228,11410-4-195,*DCO2017-308 BACK PRESS REG,13,2,0,0.2,0.2,1,0,0,11773,1,"*DCO2017-308 PISTON,AL","$2,831.27 ",0,0,10,0,0,500,7.2,0,0,0,0,0,0,LNKA,LNKB
54110,13001,"*DCO2017-308 NUT,FLARELESSTUBE",11,4,0,0.02,0.02,1,0,0,M12-013,0.02,"*DCO2017-308  P .562 HEX,-B211",$702.23 ,0,0,4,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
53690,13001,"*DCO2017-308 NUT,FLARELESSTUBE",10,3,6,8.5,17,1,0,0,M12-013,0.02,"*DCO2017-308  P .562 HEX,-B211",$702.23 ,0,0,4,0,0,58,61.2,0,0,0,0,0,0,LNKA,LNKB
54110,13001,"*DCO2017-308 NUT,FLARELESSTUBE",21,4,0,0.02,0.02,1,0,0,M12-013,0.02,"*DCO2017-308  P .562 HEX,-B211",$702.23 ,0,0,4,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
53230,13001,"*DCO2017-308 NUT,FLARELESSTUBE",20,2,0,0.9,0.9,1,0,0,M12-013,0.02,"*DCO2017-308  P .562 HEX,-B211",$702.23 ,0,0,4,0,0,111,32.4,0,0,0,0,0,0,LNKA,LNKB
53230,11773,"*DCO2017-308 PISTON,AL",40,2,0,1,1,1,0,0,M11-039,0.024,"*DCO2017-308 .750 RD,2024-T351",$1.37 ,0,0,2,0,0,100,36,0,0,0,0,0,0,LNKA,LNKB
53218,11773,"*DCO2017-308 PISTON,AL",20,2,0,0.2,0.2,1,0,0,M11-039,0.024,"*DCO2017-308 .750 RD,2024-T351",$1.37 ,0,0,2,0,0,500,7.2,0,0,0,0,0,0,LNKA,LNKB
53230,11671,"*DCO2017-309  HOUSING,NIPPLE",50,2,0,4,4,1,0,0,M31-137,2.894,"*DCO2017-309 ROD,RD  2.000SSTL","$1,199.32 ",0,0,8,0,0,25,144,0,0,0,0,0,0,LNKA,LNKB
53228,11671,"*DCO2017-309  HOUSING,NIPPLE",40,2,0,0,0,1,0,0,M31-137,2.894,"*DCO2017-309 ROD,RD  2.000SSTL","$1,199.32 ",0,0,8,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,LNKA,LNKB
53220,11671,"*DCO2017-309  HOUSING,NIPPLE",70,2,0,3,3,1,0,0,M31-137,2.894,"*DCO2017-309 ROD,RD  2.000SSTL","$1,199.32 ",0,0,8,0,0,33,108,0,0,0,0,0,0,LNKA,LNKB
53218,11671,"*DCO2017-309  HOUSING,NIPPLE",20,2,0,0.8,0.69,1,0,0,M31-137,2.894,"*DCO2017-309 ROD,RD  2.000SSTL","$1,199.32 ",0,0,8,0,0,144,24.84,0,0,0,0,0,0,LNKA,LNKB
53230,11671,"*DCO2017-309  HOUSING,NIPPLE",80,2,0,1.7,1.7,1,0,0,M31-137,2.894,"*DCO2017-309 ROD,RD  2.000SSTL","$1,199.32 ",0,0,8,0,0,58,61.2,0,0,0,0,0,0,LNKA,LNKB
54110,11671,"*DCO2017-309  HOUSING,NIPPLE",31,4,0,0.02,0.02,1,0,0,M31-137,2.894,"*DCO2017-309 ROD,RD  2.000SSTL","$1,199.32 ",0,0,8,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
53631,11671,"*DCO2017-309  HOUSING,NIPPLE",30,3,10,150,260.86,1,0,0,M31-137,2.894,"*DCO2017-309 ROD,RD  2.000SSTL","$1,199.32 ",0,0,8,0,0,3,939.1,0,0,0,0,0,0,LNKA,LNKB
53220,11671,"*DCO2017-309  HOUSING,NIPPLE",60,2,0,3.5,3.5,1,0,0,M31-137,2.894,"*DCO2017-309 ROD,RD  2.000SSTL","$1,199.32 ",0,0,8,0,0,28,126,0,0,0,0,0,0,LNKA,LNKB
