Workcenter,Item Number,Item Desc.,OP,TBC,Setup Hours,Labor Hours,Machine Hrs,SOQ,Projected AU,Prev. AU,Material PN,Material QTY,Material Desc.,Standard Unit Cost,Rolling 12 Months Usage (Actual Sales),Part Weight,Number of Ops,Annual Material Use,MATSUMHLP,Pieces/Hour,Seconds/Piece,Number of Setups,Annual Hours,Annual Setup Hours,Annual Run Hours,Annual Run Hours Based on Rolling 12,Total Annual Hours Rolling 12,DWGA,DWGB
53852,12633,"*DCO2018-036 CYL,CLEAR ACRYL",90,2,3,17.25,17.25,1,0,0,12633-50,1,*DCO2018-036 4.25 SQ ACRYL,"$2,089.92 ",0,0,10,0,0,5,621,0,0,0,0,0,0,LNKA,LNKB
53230,12642,"*DCO2018-036 END CAP,ACRYL",70,2,0,2.3,2.3,1,0,0,12644-50,0.109,*DCO2018-036  3.500 SQ ACRYL,$0.00 ,0,0,6,0,0,43,82.8,0,0,0,0,0,0,LNKA,LNKB
53218,12642,"*DCO2018-036 END CAP,ACRYL",20,2,0,1.72,1.72,1,0,0,12644-50,0.109,*DCO2018-036  3.500 SQ ACRYL,$0.00 ,0,0,6,0,0,58,61.92,0,0,0,0,0,0,LNKA,LNKB
53218,12642,"*DCO2018-036 END CAP,ACRYL",40,2,0,5.75,5.75,1,0,0,12644-50,0.109,*DCO2018-036  3.500 SQ ACRYL,$0.00 ,0,0,6,0,0,17,207,0,0,0,0,0,0,LNKA,LNKB
53852,12642,"*DCO2018-036 END CAP,ACRYL",30,2,1.5,13.8,13.8,1,0,0,12644-50,0.109,*DCO2018-036  3.500 SQ ACRYL,$0.00 ,0,0,6,0,0,7,496.8,0,0,0,0,0,0,LNKA,LNKB
53853,12642,"*DCO2018-036 END CAP,ACRYL",60,2,2,4.83,4.83,1,0,0,12644-50,0.109,*DCO2018-036  3.500 SQ ACRYL,$0.00 ,0,0,6,0,0,20,173.88,0,0,0,0,0,0,LNKA,LNKB
53852,12642,"*DCO2018-036 END CAP,ACRYL",50,2,3,23,23,1,0,0,12644-50,0.109,*DCO2018-036  3.500 SQ ACRYL,$0.00 ,0,0,6,0,0,4,828,0,0,0,0,0,0,LNKA,LNKB
54110,12402,"*DCO2018-036 PB STYLE,MALE HSG",60,4,0,0.22,0.22,1,0,0,12402-50,0.143,*DCO2018-036 .875 HEXASTM-B221,"$1,117.21 ",0,0,9,0,0,45454,0.08,0,0,0,0,0,0,LNKA,LNKB
53220,12402,"*DCO2018-036 PB STYLE,MALE HSG",110,2,0,0.8,0.8,1,0,0,12402-50,0.143,*DCO2018-036 .875 HEXASTM-B221,"$1,117.21 ",0,0,9,0,0,125,28.8,0,0,0,0,0,0,LNKA,LNKB
53228,12402,"*DCO2018-036 PB STYLE,MALE HSG",40,2,0,0,0,1,0,0,12402-50,0.143,*DCO2018-036 .875 HEXASTM-B221,"$1,117.21 ",0,0,9,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,LNKA,LNKB
53637,12402,"*DCO2018-036 PB STYLE,MALE HSG",30,3,8,30,52.17,1,0,0,12402-50,0.143,*DCO2018-036 .875 HEXASTM-B221,"$1,117.21 ",0,0,9,0,0,19,187.81,0,0,0,0,0,0,LNKA,LNKB
53218,12402,"*DCO2018-036 PB STYLE,MALE HSG",20,2,0,0.3,0.26,1,0,0,12402-50,0.143,*DCO2018-036 .875 HEXASTM-B221,"$1,117.21 ",0,0,9,0,0,384,9.36,0,0,0,0,0,0,LNKA,LNKB
51020,12402,"*DCO2018-036 PB STYLE,MALE HSG",90,2,0,0,0,1,0,0,12402-50,0.143,*DCO2018-036 .875 HEXASTM-B221,"$1,117.21 ",0,0,9,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,LNKA,LNKB
53633,12402,"*DCO2018-036 PB STYLE,MALE HSG",100,2,1.5,1.75,2.5,1,0,0,12402-50,0.143,*DCO2018-036 .875 HEXASTM-B221,"$1,117.21 ",0,0,9,0,0,40,90,0,0,0,0,0,0,LNKA,LNKB
53633,12402,"*DCO2018-036 PB STYLE,MALE HSG",50,2,0,1.5,1.5,1,0,0,12402-50,0.143,*DCO2018-036 .875 HEXASTM-B221,"$1,117.21 ",0,0,9,0,0,66,54,0,0,0,0,0,0,LNKA,LNKB
54110,12402,"*DCO2018-036 PB STYLE,MALE HSG",31,4,0,0.02,0.02,1,0,0,12402-50,0.143,*DCO2018-036 .875 HEXASTM-B221,"$1,117.21 ",0,0,9,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
54110, RG      -3A,"*DCO2018-042  BONNET,REG BRS",11,4,0,0.02,0.02,1,0,0, RG      -3B,1,"*DCO2018-042  BONNET,REG BRS","$1,626.91 ",0,0,2,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
53853, RG      -3A,"*DCO2018-042  BONNET,REG BRS",10,2,1.84,1,1,1,0,0, RG      -3B,1,"*DCO2018-042  BONNET,REG BRS","$1,626.91 ",0,0,2,0,0,100,36,0,0,0,0,0,0,LNKA,LNKB
53853, RG      -3,"*DCO2018-042  BONNET,REG BRS",10,2,1.84,1,1,1,0,0, RG      -3B,1,"*DCO2018-042  BONNET,REG BRS","$1,626.91 ",0,0,2,0,0,100,36,0,0,0,0,0,0,LNKA,LNKB
54110, RG      -3,"*DCO2018-042  BONNET,REG BRS",21,4,0,0.02,0.02,1,0,0, RG      -3B,1,"*DCO2018-042  BONNET,REG BRS","$1,626.91 ",0,0,2,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
53637,10581,*DCO2018-106  POPPET GUIDE,10,3,4.5,16.6,28.95,1,0,0,M11-037,0.047,*DCO2018-106  ROD .625 RD-B211,$527.54 ,0,0,3,0,0,34,104.22,0,0,0,0,0,0,LNKA,LNKB
54110,10581,*DCO2018-106  POPPET GUIDE,11,4,0,0.01,0.02,1,0,0,M11-037,0.047,*DCO2018-106  ROD .625 RD-B211,$527.54 ,0,0,3,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
53218,10581,*DCO2018-106  POPPET GUIDE,5,2,0,0.33,0.33,1,0,0,M11-037,0.047,*DCO2018-106  ROD .625 RD-B211,$527.54 ,0,0,3,0,0,303,11.88,0,0,0,0,0,0,LNKA,LNKB
54110,14427,"*DCO2018-167  NUT,BELLOWS RET",21,4,0,0.02,0.02,1,0,0,M61-103,0.074,"*DCO2018-167  1.500 DIA,UHMW",$675.81 ,0,0,4,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
53637,14427,"*DCO2018-167  NUT,BELLOWS RET",20,3,5.75,28.7,57.5,1,0,0,M61-103,0.074,"*DCO2018-167  1.500 DIA,UHMW",$675.81 ,0,0,4,0,0,17,207,0,0,0,0,0,0,LNKA,LNKB
53230,14427,"*DCO2018-167  NUT,BELLOWS RET",30,2,0,0.92,0.92,1,0,0,M61-103,0.074,"*DCO2018-167  1.500 DIA,UHMW",$675.81 ,0,0,4,0,0,108,33.12,0,0,0,0,0,0,LNKA,LNKB
53218,14427,"*DCO2018-167  NUT,BELLOWS RET",10,2,0,0.34,0.34,1,0,0,M61-103,0.074,"*DCO2018-167  1.500 DIA,UHMW",$675.81 ,0,0,4,0,0,294,12.24,0,0,0,0,0,0,LNKA,LNKB
53230,14428,"*DCO2018-167  SHAFT,EXTEN",40,2,0,2.3,2.3,1,0,0,M31-067,0.141,"*DCO2018-167  1.250 RD,316,","$1,027.48 ",0,0,4,0,0,43,82.8,0,0,0,0,0,0,LNKA,LNKB
53218,14428,"*DCO2018-167  SHAFT,EXTEN",20,2,0,0.34,0.34,1,0,0,M31-067,0.141,"*DCO2018-167  1.250 RD,316,","$1,027.48 ",0,0,4,0,0,294,12.24,0,0,0,0,0,0,LNKA,LNKB
54110,14428,"*DCO2018-167  SHAFT,EXTEN",35,4,0,0.02,0.02,1,0,0,M31-067,0.141,"*DCO2018-167  1.250 RD,316,","$1,027.48 ",0,0,4,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
53678,14428,"*DCO2018-167  SHAFT,EXTEN",30,3,8.75,28.7,57.5,1,0,0,M31-067,0.141,"*DCO2018-167  1.250 RD,316,","$1,027.48 ",0,0,4,0,0,17,207,0,0,0,0,0,0,LNKA,LNKB
53230,10497,*DCO2018-391 FTG ASSY,20,2,0,0.5,0.5,1,0,0,9116-3,1,*DCO2018-391 TUBE,$151.59 ,0,0,1,0,0,200,18,0,0,0,0,0,0,LNKA,LNKB
53228,12694,"*DCO2018-564  CYL,2""SQ",110,2,0,25.3,25.3,1,0,0,12694-50,1,"*DCO2018-564  2.25""SQ +10%/-5%","$1,748.42 ",0,0,8,0,0,3,910.8,0,0,0,0,0,0,LNKA,LNKB
53230,12694,"*DCO2018-564  CYL,2""SQ",100,2,0,9.54,9.54,1,0,0,12694-50,1,"*DCO2018-564  2.25""SQ +10%/-5%","$1,748.42 ",0,0,8,0,0,10,343.44,0,0,0,0,0,0,LNKA,LNKB
53230,12694,"*DCO2018-564  CYL,2""SQ",90,2,0,5.75,5.75,1,0,0,12694-50,1,"*DCO2018-564  2.25""SQ +10%/-5%","$1,748.42 ",0,0,8,0,0,17,207,0,0,0,0,0,0,LNKA,LNKB
53852,12694,"*DCO2018-564  CYL,2""SQ",80,2,3.5,55.2,55.2,1,0,0,12694-50,1,"*DCO2018-564  2.25""SQ +10%/-5%","$1,748.42 ",0,0,8,0,0,1,1987.2,0,0,0,0,0,0,LNKA,LNKB
53852,12694,"*DCO2018-564  CYL,2""SQ",20,2,3,39.1,39.1,1,0,0,12694-50,1,"*DCO2018-564  2.25""SQ +10%/-5%","$1,748.42 ",0,0,8,0,0,2,1407.6,0,0,0,0,0,0,LNKA,LNKB
53228,12694,"*DCO2018-564  CYL,2""SQ",120,2,0,34.5,34.5,1,0,0,12694-50,1,"*DCO2018-564  2.25""SQ +10%/-5%","$1,748.42 ",0,0,8,0,0,2,1242,0,0,0,0,0,0,LNKA,LNKB
53220,12694,"*DCO2018-564  CYL,2""SQ",60,2,4,76.82,76.82,1,0,0,12694-50,1,"*DCO2018-564  2.25""SQ +10%/-5%","$1,748.42 ",0,0,8,0,0,1,2765.52,0,0,0,0,0,0,LNKA,LNKB
53249,12694,"*DCO2018-564  CYL,2""SQ",70,2,2,23,23,1,0,0,12694-50,1,"*DCO2018-564  2.25""SQ +10%/-5%","$1,748.42 ",0,0,8,0,0,4,828,0,0,0,0,0,0,LNKA,LNKB
53852,12692,"*DCO2018-564  END CAP,CYL",80,2,2,4.37,4.37,1,0,0,12694-50,0.109,"*DCO2018-564  2.25""SQ +10%/-5%",$984.60 ,0,0,8,0,0,22,157.32,0,0,0,0,0,0,LNKA,LNKB
53852,12692,"*DCO2018-564  END CAP,CYL",30,2,1.5,11.5,11.5,1,0,0,12694-50,0.109,"*DCO2018-564  2.25""SQ +10%/-5%",$984.60 ,0,0,8,0,0,8,414,0,0,0,0,0,0,LNKA,LNKB
53218,12692,"*DCO2018-564  END CAP,CYL",20,2,0,1.72,1.72,1,0,0,12694-50,0.109,"*DCO2018-564  2.25""SQ +10%/-5%",$984.60 ,0,0,8,0,0,58,61.92,0,0,0,0,0,0,LNKA,LNKB
53852,12692,"*DCO2018-564  END CAP,CYL",50,2,2,9.2,9.2,1,0,0,12694-50,0.109,"*DCO2018-564  2.25""SQ +10%/-5%",$984.60 ,0,0,8,0,0,10,331.2,0,0,0,0,0,0,LNKA,LNKB
53230,12692,"*DCO2018-564  END CAP,CYL",90,2,0,2.3,2.3,1,0,0,12694-50,0.109,"*DCO2018-564  2.25""SQ +10%/-5%",$984.60 ,0,0,8,0,0,43,82.8,0,0,0,0,0,0,LNKA,LNKB
53230,12692,"*DCO2018-564  END CAP,CYL",60,2,0,0.69,0.69,1,0,0,12694-50,0.109,"*DCO2018-564  2.25""SQ +10%/-5%",$984.60 ,0,0,8,0,0,144,24.84,0,0,0,0,0,0,LNKA,LNKB
53218,12692,"*DCO2018-564  END CAP,CYL",40,2,0,5.75,5.75,1,0,0,12694-50,0.109,"*DCO2018-564  2.25""SQ +10%/-5%",$984.60 ,0,0,8,0,0,17,207,0,0,0,0,0,0,LNKA,LNKB
53852,12692,"*DCO2018-564  END CAP,CYL",70,2,2.5,11.5,11.5,1,0,0,12694-50,0.109,"*DCO2018-564  2.25""SQ +10%/-5%",$984.60 ,0,0,8,0,0,8,414,0,0,0,0,0,0,LNKA,LNKB
54110,10525,*DCO2018-579  FLANGE,31,4,0,0.02,0.02,1,0,0,M31-109,4.437,*DCO2018-579 4.250 DIA 304,"$1,419.23 ",0,0,5,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
53637,10525,*DCO2018-579  FLANGE,20,3,6,35,60.68,1,0,0,M31-109,4.437,*DCO2018-579 4.250 DIA 304,"$1,419.23 ",0,0,5,0,0,16,218.45,0,0,0,0,0,0,LNKA,LNKB
53637,10525,*DCO2018-579  FLANGE,30,3,6,45,78.26,1,0,0,M31-109,4.437,*DCO2018-579 4.250 DIA 304,"$1,419.23 ",0,0,5,0,0,12,281.74,0,0,0,0,0,0,LNKA,LNKB
53230,10525,*DCO2018-579  FLANGE,40,2,0,5,5,1,0,0,M31-109,4.437,*DCO2018-579 4.250 DIA 304,"$1,419.23 ",0,0,5,0,0,20,180,0,0,0,0,0,0,LNKA,LNKB
53218,10525,*DCO2018-579  FLANGE,10,2,0,3.33,3.33,1,0,0,M31-109,4.437,*DCO2018-579 4.250 DIA 304,"$1,419.23 ",0,0,5,0,0,30,119.88,0,0,0,0,0,0,LNKA,LNKB
53637,10524,*DCO2018-579 FLANGE,20,3,6,35,60.86,1,0,0,M31-109,3.327,*DCO2018-579 4.250 DIA 304,"$1,419.58 ",0,0,5,0,0,16,219.1,0,0,0,0,0,0,LNKA,LNKB
53230,10524,*DCO2018-579 FLANGE,40,2,0,4.8,4.8,1,0,0,M31-109,3.327,*DCO2018-579 4.250 DIA 304,"$1,419.58 ",0,0,5,0,0,20,172.8,0,0,0,0,0,0,LNKA,LNKB
53218,10524,*DCO2018-579 FLANGE,10,2,0,3.33,3.33,1,0,0,M31-109,3.327,*DCO2018-579 4.250 DIA 304,"$1,419.58 ",0,0,5,0,0,30,119.88,0,0,0,0,0,0,LNKA,LNKB
53637,10524,*DCO2018-579 FLANGE,30,3,6,50,86.95,1,0,0,M31-109,3.327,*DCO2018-579 4.250 DIA 304,"$1,419.58 ",0,0,5,0,0,11,313.02,0,0,0,0,0,0,LNKA,LNKB
54110,10524,*DCO2018-579 FLANGE,31,4,0,0.02,0.02,1,0,0,M31-109,3.327,*DCO2018-579 4.250 DIA 304,"$1,419.58 ",0,0,5,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
53690,13864,"*DCO2018-585  GUIDE,POPPET",10,3,5,15.15,30.3,1,0,0,M51-024,0.046,"*DCO2018-585 .562 RD,F.M. BRS",$585.85 ,0,0,2,0,0,33,109.08,0,0,0,0,0,0,LNKA,LNKB
54110,13864,"*DCO2018-585  GUIDE,POPPET",11,4,0,0.02,0.02,1,0,0,M51-024,0.046,"*DCO2018-585 .562 RD,F.M. BRS",$585.85 ,0,0,2,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
53230,12499,"*DCO2018-585  ROTOR,AIR MOTOR",30,2,0,6.7,6.7,1,0,0,M51-024,0.087,"*DCO2018-585 .562 RD,F.M. BRS",$715.42 ,0,0,2,0,0,14,241.2,0,0,0,0,0,0,LNKA,LNKB
54110,12499,"*DCO2018-585  ROTOR,AIR MOTOR",21,4,0,0.02,0.02,1,0,0,M51-024,0.087,"*DCO2018-585 .562 RD,F.M. BRS",$715.42 ,0,0,2,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
53218,13403-1,"*DCO2018-621 FTG,SPCL WELD",20,2,0,0.5,0.5,1,0,0,M32-007,0.349,*DCO2018-621  SAE-AMS-QQ-S-763,$706.48 ,0,0,4,0,0,200,18,0,0,0,0,0,0,LNKA,LNKB
54110,13403-1,"*DCO2018-621 FTG,SPCL WELD",41,4,0,0.02,0.02,1,0,0,M32-007,0.349,*DCO2018-621  SAE-AMS-QQ-S-763,$706.48 ,0,0,4,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
53230,13403-1,"*DCO2018-621 FTG,SPCL WELD",40,2,0,1,1,1,0,0,M32-007,0.349,*DCO2018-621  SAE-AMS-QQ-S-763,$706.48 ,0,0,4,0,0,100,36,0,0,0,0,0,0,LNKA,LNKB
53637,13403-1,"*DCO2018-621 FTG,SPCL WELD",30,3,6,29,58,1,0,0,M32-007,0.349,*DCO2018-621  SAE-AMS-QQ-S-763,$706.48 ,0,0,4,0,0,17,208.8,0,0,0,0,0,0,LNKA,LNKB
53880,  A007884F-1B,"*DCO2019-068_BODY,INT VLV,DFE,",10,3,3.66,438.6,762.78,1,0,-99999999,  A007884F-1C,1,"*DCO2019-068_CAST,BODY DFE",$476.54 ,0,0,4,0,0,1,2746.01,0,0,0,0,0,0,LNKA,LNKB
54140,  A007884F-1B,"*DCO2019-068_BODY,INT VLV,DFE,",11,2,0,0.02,0.02,1,0,-99999999,  A007884F-1C,1,"*DCO2019-068_CAST,BODY DFE",$476.54 ,0,0,4,0,0,5000,0.72,0,0,0,0,0,0,LNKA,LNKB
51270,  A007884F-1B,"*DCO2019-068_BODY,INT VLV,DFE,",999,2,0,0,0,1,0,-99999999,  A007884F-1C,1,"*DCO2019-068_CAST,BODY DFE",$476.54 ,0,0,4,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,LNKA,LNKB
52010,  A007884F-1B,"*DCO2019-068_BODY,INT VLV,DFE,",5,2,2.18,0,0,1,0,-99999999,  A007884F-1C,1,"*DCO2019-068_CAST,BODY DFE",$476.54 ,0,0,4,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,LNKA,LNKB
53635,   007884-2SS,"*DCO2019-068_CYL,MACH FOR A788",20,3,3.34,230,400,1,0,-99999999,   007884-2SSC,1,"*DCO2019-068_CAST,CYL SSTL",$876.49 ,0,0,3,0,0,2,1440,0,0,0,0,0,0,LNKA,LNKB
53635,   007884-2SS,"*DCO2019-068_CYL,MACH FOR A788",10,3,3.84,100.65,175.04,1,0,-99999999,   007884-2SSC,1,"*DCO2019-068_CAST,CYL SSTL",$876.49 ,0,0,3,0,0,5,630.14,0,0,0,0,0,0,LNKA,LNKB
54110,   007884-2SS,"*DCO2019-068_CYL,MACH FOR A788",21,4,0,0.02,0.02,1,0,-99999999,   007884-2SSC,1,"*DCO2019-068_CAST,CYL SSTL",$876.49 ,0,0,3,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
53220,12123,*DCO2019-172_MALE HOUSING ASSY,90,2,0,1.5,1.5,1,0,0,12124,1,*DCO2019-172_NIPPLE HOUSING,$946.79 ,0,0,3,0,0,66,54,0,0,0,0,0,0,LNKA,LNKB
53220,12123,*DCO2019-172_MALE HOUSING ASSY,80,2,0,1.3,1.3,1,0,0,12124,1,*DCO2019-172_NIPPLE HOUSING,$946.79 ,0,0,3,0,0,76,46.8,0,0,0,0,0,0,LNKA,LNKB
51020,12123,*DCO2019-172_MALE HOUSING ASSY,70,2,0,0,0,1,0,0,12124,1,*DCO2019-172_NIPPLE HOUSING,$946.79 ,0,0,3,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,LNKA,LNKB
53220,14204,*DCO2019-172_NIPPLE ASSY. QDV,80,2,0,1.5,1.5,1,0,0,14203,1,"*DCO2019-172_NIPPLE,HOUSING,QD","$1,063.15 ",0,0,3,0,0,66,54,0,0,0,0,0,0,LNKA,LNKB
53220,14204,*DCO2019-172_NIPPLE ASSY. QDV,90,2,0,1.3,1.3,1,0,0,14203,1,"*DCO2019-172_NIPPLE,HOUSING,QD","$1,063.15 ",0,0,3,0,0,76,46.8,0,0,0,0,0,0,LNKA,LNKB
51020,14204,*DCO2019-172_NIPPLE ASSY. QDV,70,2,0,0,0,1,0,0,14203,1,"*DCO2019-172_NIPPLE,HOUSING,QD","$1,063.15 ",0,0,3,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,LNKA,LNKB
53220,12123-1,"*DCO2019-172_PIN HOUSING ASSY,",90,2,0,1.5,1.5,1,0,0,12124-2,1,"*DCO2019-172_NIPPLE,HOUSING,TP",$946.99 ,0,0,3,0,0,66,54,0,0,0,0,0,0,LNKA,LNKB
53220,12123-1,"*DCO2019-172_PIN HOUSING ASSY,",80,2,0,1.3,1.3,1,0,0,12124-2,1,"*DCO2019-172_NIPPLE,HOUSING,TP",$946.99 ,0,0,3,0,0,76,46.8,0,0,0,0,0,0,LNKA,LNKB
51020,12123-1,"*DCO2019-172_PIN HOUSING ASSY,",70,2,0,0,0,1,0,0,12124-2,1,"*DCO2019-172_NIPPLE,HOUSING,TP",$946.99 ,0,0,3,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,LNKA,LNKB
53880,  A008220-1,"*DCO2019-261_BODY,MACH SSTL;RA",10,2,6,40,34.78,1,0,-99999999,  A008220-1C,1,"*DCO2019-261_BODY,CAST SSTL;RA",$744.13 ,0,0,2,0,0,2,1252.08,0,0,0,0,0,0,LNKA,LNKB
54110,  A008220-1,"*DCO2019-261_BODY,MACH SSTL;RA",20,4,0,0.02,0.02,1,0,-99999999,  A008220-1C,1,"*DCO2019-261_BODY,CAST SSTL;RA",$744.13 ,0,0,2,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
53218,12254-08-5,"*DCO2019-323  BODY,SSTL",20,2,0,0.4,0.4,1,0,-99999999,M32-055,0.491,*DCO2019-323 1.000 HEX 316,$707.63 ,0,0,4,0,0,250,14.4,0,0,0,0,0,0,LNKA,LNKB
54110,12254-08-5,"*DCO2019-323  BODY,SSTL",31,4,0,0.02,0.02,1,0,-99999999,M32-055,0.491,*DCO2019-323 1.000 HEX 316,$707.63 ,0,0,4,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
53230,12254-08-5,"*DCO2019-323  BODY,SSTL",40,2,0,1.4,1.4,1,0,-99999999,M32-055,0.491,*DCO2019-323 1.000 HEX 316,$707.63 ,0,0,4,0,0,71,50.4,0,0,0,0,0,0,LNKA,LNKB
53678,12254-08-5,"*DCO2019-323  BODY,SSTL",30,3,6,46,92,1,0,-99999999,M32-055,0.491,*DCO2019-323 1.000 HEX 316,$707.63 ,0,0,4,0,0,10,331.2,0,0,0,0,0,0,LNKA,LNKB
53230,12254-04-5,"*DCO2019-323  BODY,SSTL",20,2,0,1.66,1.66,1,0,-99999999,M32-031,0.139,"*DCO2019-323  .625 HEX,316,SAE",$706.18 ,0,0,4,0,0,60,59.76,0,0,0,0,0,0,LNKA,LNKB
54110,12254-04-5,"*DCO2019-323  BODY,SSTL",21,4,0,0.02,0.02,1,0,-99999999,M32-031,0.139,"*DCO2019-323  .625 HEX,316,SAE",$706.18 ,0,0,4,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
54110,12254-04-5,"*DCO2019-323  BODY,SSTL",11,4,0,0.02,0.02,1,0,-99999999,M32-031,0.139,"*DCO2019-323  .625 HEX,316,SAE",$706.18 ,0,0,4,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
53690,12254-04-5,"*DCO2019-323  BODY,SSTL",10,2,6,3.5,7,1,0,-99999999,M32-031,0.139,"*DCO2019-323  .625 HEX,316,SAE",$706.18 ,0,0,4,0,0,14,252,0,0,0,0,0,0,LNKA,LNKB
54110,10157-13,*DCO2019-323  SLEEVE,30,4,0,0.2,0.02,1,0,-99999999,M37-170,0.15,"*DCO2019-323 1.625,.065 WL 304",$179.77 ,0,0,4,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
53218,10157-13,*DCO2019-323  SLEEVE,20,2,0,1,1,1,0,-99999999,M37-170,0.15,"*DCO2019-323 1.625,.065 WL 304",$179.77 ,0,0,4,0,0,100,36,0,0,0,0,0,0,LNKA,LNKB
54110,10157-9,*DCO2019-323  SLEEVE,21,4,0,0.02,0.02,1,0,-99999999,M37-093,0.108,"*DCO2019-323 1.500,.095 WL,316",$295.33 ,0,0,3,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
54110,10157-13,*DCO2019-323  SLEEVE,40,4,0,0.02,0.02,1,0,-99999999,M37-170,0.15,"*DCO2019-323 1.625,.065 WL 304",$179.77 ,0,0,4,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
53612,10157-9,*DCO2019-323  SLEEVE,20,3,2.5,20,40,1,0,-99999999,M37-093,0.108,"*DCO2019-323 1.500,.095 WL,316",$295.33 ,0,0,3,0,0,25,144,0,0,0,0,0,0,LNKA,LNKB
53613,10157-13,*DCO2019-323  SLEEVE,35,3,1.5,20,40,1,0,-99999999,M37-170,0.15,"*DCO2019-323 1.625,.065 WL 304",$179.77 ,0,0,4,0,0,25,144,0,0,0,0,0,0,LNKA,LNKB
51020,10157-9,*DCO2019-323  SLEEVE,70,2,0,0,0,1,0,-99999999,M37-093,0.108,"*DCO2019-323 1.500,.095 WL,316",$295.33 ,0,0,3,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,LNKA,LNKB
53852,12088,*DCO2019-323 HOUSING ASSY,40,2,1,4,4,1,0,-99999999,12089,1,"*DCO2019-323 NIPPLE, HOUSING","$1,072.48 ",0,0,7,0,0,25,144,0,0,0,0,0,0,LNKA,LNKB
54110,12088,*DCO2019-323 HOUSING ASSY,60,4,0,0.6,0.6,1,0,-99999999,12089,1,"*DCO2019-323 NIPPLE, HOUSING","$1,072.48 ",0,0,7,0,0,16666,0.22,0,0,0,0,0,0,LNKA,LNKB
53230,12088,*DCO2019-323 HOUSING ASSY,85,2,0,1.3,1.3,1,0,-99999999,12089,1,"*DCO2019-323 NIPPLE, HOUSING","$1,072.48 ",0,0,7,0,0,76,46.8,0,0,0,0,0,0,LNKA,LNKB
54110,12088,*DCO2019-323 HOUSING ASSY,90,4,0,0.8,0.8,1,0,-99999999,12089,1,"*DCO2019-323 NIPPLE, HOUSING","$1,072.48 ",0,0,7,0,0,12500,0.29,0,0,0,0,0,0,LNKA,LNKB
53230,12088,*DCO2019-323 HOUSING ASSY,50,2,0,0.8,0.8,1,0,-99999999,12089,1,"*DCO2019-323 NIPPLE, HOUSING","$1,072.48 ",0,0,7,0,0,125,28.8,0,0,0,0,0,0,LNKA,LNKB
53230,12088,*DCO2019-323 HOUSING ASSY,80,2,0,1.5,1.5,1,0,-99999999,12089,1,"*DCO2019-323 NIPPLE, HOUSING","$1,072.48 ",0,0,7,0,0,66,54,0,0,0,0,0,0,LNKA,LNKB
51020,12088,*DCO2019-323 HOUSING ASSY,66,2,0,0,0,1,0,-99999999,12089,1,"*DCO2019-323 NIPPLE, HOUSING","$1,072.48 ",0,0,7,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,LNKA,LNKB
51020,12088-1,*DCO2019-323 PIN HOUSING ASSY,70,2,0,0,0,1,0,-99999999,12089-1,1,"*DCO2019-323  NIPPLE,HOUSING","$1,072.23 ",0,0,9,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,LNKA,LNKB
